date,XLV.US
2026-04-10,146.6660
2026-04-13,147.3231
2026-04-14,148.1794
2026-04-15,147.1240
2026-04-16,145.9691
2026-04-17,148.1495
2026-04-20,146.7755
2026-04-21,145.2821
2026-04-22,145.7401
2026-04-23,145.6007
2026-04-24,143.5497
2026-04-27,142.8329
2026-04-28,143.2112
2026-04-29,142.2156
2026-04-30,145.3518
2026-05-01,144.5254
2026-05-04,144.0973
2026-05-05,144.6648
2026-05-06,144.7644
2026-05-07,144.0873
2026-05-08,142.8627
2026-05-11,142.4147
2026-05-12,145.2124
2026-05-13,146.0686
2026-05-14,145.9890
2026-05-15,144.4657
2026-05-18,145.0830
2026-05-19,146.6760
2026-05-20,146.4868
2026-05-21,147.5023
2026-05-22,149.2347
2026-05-26,147.8608
2026-05-27,148.1396
2026-05-28,150.2204
2026-05-29,148.8166
2026-06-01,147.1937
2026-06-02,145.7600
2026-06-03,146.9050
2026-06-04,151.4152
2026-06-05,152.3411
2026-06-08,151.9827
2026-06-09,153.8943
2026-06-10,152.1818
2026-06-11,153.4164
2026-06-12,153.1376
2026-06-15,152.2216
2026-06-16,152.2714
2026-06-17,150.0512
2026-06-18,148.7469
2026-06-22,150.0600
2026-06-23,152.1800
2026-06-24,153.3500
2026-06-25,155.6300
2026-06-26,160.3400
2026-06-29,160.7400
2026-06-30,158.6600
2026-07-01,159.5400
2026-07-02,163.7400
