date,XLY.US
2026-04-08,110.5954
2026-04-09,112.5115
2026-04-10,112.6612
2026-04-13,113.6891
2026-04-14,116.2040
2026-04-15,117.9404
2026-04-16,117.3915
2026-04-17,120.1659
2026-04-20,119.6270
2026-04-21,118.7288
2026-04-22,118.6889
2026-04-23,117.5013
2026-04-24,118.4494
2026-04-27,117.6011
2026-04-28,116.7728
2026-04-29,116.6031
2026-04-30,118.1101
2026-05-01,118.3895
2026-05-04,117.4814
2026-05-05,117.8307
2026-05-06,119.6270
2026-05-07,119.6370
2026-05-08,119.9563
2026-05-11,119.1280
2026-05-12,118.0502
2026-05-13,118.4793
2026-05-14,118.4294
2026-05-15,116.2938
2026-05-18,116.0842
2026-05-19,114.7968
2026-05-20,117.7009
2026-05-21,118.4594
2026-05-22,118.9384
2026-05-26,119.2079
2026-05-27,121.3036
2026-05-28,121.8126
2026-05-29,120.6250
2026-06-01,117.9504
2026-06-02,117.3516
2026-06-03,116.4934
2026-06-04,117.0223
2026-06-05,114.6272
2026-06-08,115.1561
2026-06-09,115.6351
2026-06-10,113.2599
2026-06-11,116.0642
2026-06-12,116.3636
2026-06-15,118.3296
2026-06-16,118.2199
2026-06-17,115.2559
2026-06-18,116.9225
2026-06-22,114.9400
2026-06-23,113.7600
2026-06-24,115.0700
2026-06-25,113.3500
2026-06-26,114.3700
2026-06-29,117.1200
2026-06-30,117.2800
2026-07-01,118.0900
2026-07-02,117.1200
