date,XLP.US
2026-04-10,81.7947
2026-04-13,80.9804
2026-04-14,80.9010
2026-04-15,80.4938
2026-04-16,80.8612
2026-04-17,81.8840
2026-04-20,81.8145
2026-04-21,81.2684
2026-04-22,81.5365
2026-04-23,82.8969
2026-04-24,82.6487
2026-04-27,81.7649
2026-04-28,82.4997
2026-04-29,82.3408
2026-04-30,83.7211
2026-05-01,83.5821
2026-05-04,82.9565
2026-05-05,83.4729
2026-05-06,83.6516
2026-05-07,83.3934
2026-05-08,83.5920
2026-05-11,82.7877
2026-05-12,83.8502
2026-05-13,84.1283
2026-05-14,84.3864
2026-05-15,84.0488
2026-05-18,85.3000
2026-05-19,85.4887
2026-05-20,84.9227
2026-05-21,84.0687
2026-05-22,84.2077
2026-05-26,83.0459
2026-05-27,83.9892
2026-05-28,83.8403
2026-05-29,82.3309
2026-06-01,81.4570
2026-06-02,81.2584
2026-06-03,81.5861
2026-06-04,81.4670
2026-06-05,82.8572
2026-06-08,82.4898
2026-06-09,83.5126
2026-06-10,84.8929
2026-06-11,84.6744
2026-06-12,85.2206
2026-06-15,84.8830
2026-06-16,84.9922
2026-06-17,83.0955
2026-06-18,82.7182
2026-06-22,82.1800
2026-06-23,83.7200
2026-06-24,84.4400
2026-06-25,83.9400
2026-06-26,84.7100
2026-06-29,84.3700
2026-06-30,83.0700
2026-07-01,83.3000
2026-07-02,84.9900
