date,XLRE.US
2026-04-08,42.0725
2026-04-09,42.3600
2026-04-10,42.4492
2026-04-13,42.6475
2026-04-14,43.0540
2026-04-15,43.0341
2026-04-16,43.4307
2026-04-17,44.0949
2026-04-20,44.2535
2026-04-21,43.4009
2026-04-22,43.0837
2026-04-23,43.5794
2026-04-24,43.4505
2026-04-27,43.1134
2026-04-28,43.5298
2026-04-29,43.2621
2026-04-30,44.0156
2026-05-01,43.9363
2026-05-04,43.6983
2026-05-05,43.7876
2026-05-06,44.3526
2026-05-07,44.0156
2026-05-08,44.0255
2026-05-11,44.1841
2026-05-12,44.1940
2026-05-13,43.8272
2026-05-14,43.5298
2026-05-15,42.8557
2026-05-18,43.3712
2026-05-19,43.5595
2026-05-20,44.0453
2026-05-21,44.1147
2026-05-22,44.1742
2026-05-26,44.3229
2026-05-27,44.2436
2026-05-28,44.0255
2026-05-29,43.6091
2026-06-01,42.8953
2026-06-02,43.1134
2026-06-03,43.1333
2026-06-04,44.0156
2026-06-05,44.3130
2026-06-08,43.6488
2026-06-09,44.5806
2026-06-10,44.6005
2026-06-11,44.5311
2026-06-12,44.9672
2026-06-15,44.6005
2026-06-16,44.7095
2026-06-17,43.5893
2026-06-18,43.4802
2026-06-22,44.0200
2026-06-23,44.6400
2026-06-24,44.5100
2026-06-25,44.5900
2026-06-26,45.2400
2026-06-29,44.9200
2026-06-30,44.0300
2026-07-01,44.1800
2026-07-02,44.6800
