date,XLK.US
2026-04-08,141.5219
2026-04-09,141.9014
2026-04-10,142.4508
2026-04-13,145.4372
2026-04-14,147.7645
2026-04-15,150.1217
2026-04-16,151.8396
2026-04-17,154.1669
2026-04-20,154.3766
2026-04-21,154.5064
2026-04-22,157.9024
2026-04-23,155.6551
2026-04-24,160.0299
2026-04-27,160.3795
2026-04-28,157.6627
2026-04-29,158.9212
2026-04-30,159.3107
2026-05-01,161.6779
2026-05-04,161.8577
2026-05-05,165.4335
2026-05-06,169.8282
2026-05-07,169.4887
2026-05-08,175.3117
2026-05-11,177.6689
2026-05-12,174.9921
2026-05-13,176.6402
2026-05-14,179.2870
2026-05-15,176.0509
2026-05-18,174.1531
2026-05-19,173.0344
2026-05-20,176.9298
2026-05-21,178.3881
2026-05-22,180.1760
2026-05-26,184.9203
2026-05-27,184.2112
2026-05-28,186.6283
2026-05-29,190.7933
2026-06-01,195.5277
2026-06-02,197.9748
2026-06-03,195.9972
2026-06-04,192.9408
2026-06-05,180.0861
2026-06-08,183.9615
2026-06-09,180.5555
2026-06-10,176.4204
2026-06-11,182.9926
2026-06-12,184.5807
2026-06-15,191.5624
2026-06-16,186.2188
2026-06-17,185.5795
2026-06-18,191.2128
2026-06-22,192.1500
2026-06-23,184.1900
2026-06-24,183.0500
2026-06-25,184.5700
2026-06-26,181.1100
2026-06-29,185.4100
2026-06-30,190.5200
2026-07-01,185.6200
2026-07-02,180.5900
