date,XLU.US
2026-04-10,46.6618
2026-04-13,46.0954
2026-04-14,46.1749
2026-04-15,45.7277
2026-04-16,46.0556
2026-04-17,45.8669
2026-04-20,45.4595
2026-04-21,44.6645
2026-04-22,44.5850
2026-04-23,45.7973
2026-04-24,45.8867
2026-04-27,45.8967
2026-04-28,45.9563
2026-04-29,45.3899
2026-04-30,46.5525
2026-05-01,46.2544
2026-05-04,46.0755
2026-05-05,46.0755
2026-05-06,45.4197
2026-05-07,44.8335
2026-05-08,44.4360
2026-05-11,44.8533
2026-05-12,44.9030
2026-05-13,44.3863
2026-05-14,44.6149
2026-05-15,43.5914
2026-05-18,43.6610
2026-05-19,44.0584
2026-05-20,44.2273
2026-05-21,44.7142
2026-05-22,45.0620
2026-05-26,45.0421
2026-05-27,44.8533
2026-05-28,44.3466
2026-05-29,44.1379
2026-06-01,42.8263
2026-06-02,43.6212
2026-06-03,43.4324
2026-06-04,43.6610
2026-06-05,44.0683
2026-06-08,43.2436
2026-06-09,43.7007
2026-06-10,43.7206
2026-06-11,43.7703
2026-06-12,44.2472
2026-06-15,44.4559
2026-06-16,44.7738
2026-06-17,44.1777
2026-06-18,44.4757
2026-06-22,44.7200
2026-06-23,45.0700
2026-06-24,45.5400
2026-06-25,45.8500
2026-06-26,46.2000
2026-06-29,46.0200
2026-06-30,45.3400
2026-07-01,44.7700
2026-07-02,45.7600
