date,XLI.US
2026-03-06,169.0500
2026-03-09,170.0447
2026-03-10,169.1295
2026-03-11,168.6023
2026-03-12,164.3746
2026-03-13,163.7877
2026-03-16,165.1903
2026-03-17,165.6280
2026-03-18,164.3149
2026-03-19,163.2008
2026-03-20,160.8233
2026-03-23,162.6518
2026-03-24,163.5995
2026-03-25,164.6968
2026-03-26,160.8761
2026-03-27,158.8112
2026-03-30,156.2275
2026-03-31,161.3350
2026-04-01,164.0284
2026-04-02,163.3700
2026-04-06,164.2080
2026-04-07,163.8788
2026-04-08,170.0237
2026-04-09,171.7695
2026-04-10,171.1011
2026-04-13,172.3082
2026-04-14,172.9266
2026-04-15,170.7619
2026-04-16,169.9140
2026-04-17,173.0862
2026-04-20,173.4753
2026-04-21,171.0213
2026-04-22,170.6223
2026-04-23,173.6449
2026-04-24,172.0488
2026-04-27,172.0887
2026-04-28,170.5624
2026-04-29,169.5150
2026-04-30,174.1536
2026-05-01,172.5376
2026-05-04,170.5624
2026-05-05,171.9889
2026-05-06,176.4380
2026-05-07,173.5750
2026-05-08,172.7770
2026-05-11,174.6125
2026-05-12,173.9242
2026-05-13,173.1960
2026-05-14,174.0838
2026-05-15,170.9814
2026-05-18,170.3330
2026-05-19,168.3279
2026-05-20,170.3130
2026-05-21,170.1135
2026-05-22,171.3505
2026-05-26,173.8743
2026-05-27,173.8743
2026-05-28,173.3755
2026-05-29,172.7072
2026-06-01,171.9790
2026-06-02,173.7646
2026-06-03,173.6249
2026-06-04,175.7298
2026-06-05,173.7546
2026-06-08,173.2060
2026-06-09,175.1711
2026-06-10,169.2456
2026-06-11,174.7222
2026-06-12,175.7497
2026-06-15,178.2436
2026-06-16,179.4108
2026-06-17,179.1614
2026-06-18,180.4682
2026-06-22,181.8000
2026-06-23,178.1500
2026-06-24,180.2100
2026-06-25,184.1200
2026-06-26,181.2000
2026-06-29,182.7600
2026-06-30,185.2300
2026-07-01,183.3600
2026-07-02,183.9100
